item_id,headline,category,gold_label,gold_lead_frame,suggested_agency_style,gold_agency_style,suggested_density_band,gold_density_band,suggested_rhetorical_mode,gold_rhetorical_mode,annotator,batch,suggested_lead_frame
270,"Israeli security cabinet discusses possible Lebanon ceasefire, senior official says",world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B11,actor_entity_first
271,Sudan enters a fourth year of war as officials lament an 'abandoned crisis',world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B11,actor_entity_first
272,Nine killed in second Turkish school shooting in two days,world,passive_clause,context_first,passive_agent_omitted,passive_agent_omitted,high_density,high_density,straight_report,straight_report,codex,B11,context_first
273,Hungary's prime minister elect vows to suspend 'propaganda machine' state media,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B11,actor_entity_first
274,Pakistan and Bangladesh migrants are faking they are gay to get asylum in the UK: Report,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,analysis_explainer,straight_report,codex,B11,actor_entity_first
275,Magyar calls on Orbán to lift veto on Ukraine loan before his exit,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B11,actor_entity_first
276,Vietnam's new leader meets China's Xi on his first overseas trip,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B12,actor_entity_first
277,"Trump says new talks with Iran will happen soon. And, Eric Swalwell faces new allegations",world,coordination,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B12,actor_entity_first
278,"Pope Leo XIV in Algeria walks in footsteps of his spiritual father, St. Augustine",world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B12,actor_entity_first
279,EU age verification app ready as Europe moves to curb children's social media access,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B12,actor_entity_first
280,"The Iran War Is Giving China Time, Russia Money, and North Korea an Opening 19FortyFive",world,coordination,context_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,analysis_explainer,codex,B12,context_first
281,"Iran Update Special Report, April 14, 2026 Institute for the Study of War",world,noun_phrase_fragment,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,live_or_alert,live_or_alert,codex,B12,actor_entity_first
282,"Japan to join largest Balikatan war games with 1,400 troops, Type 88 missiles navalnews.com",world,noun_phrase_fragment,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B12,actor_entity_first
283,Japan offers $10 billion support to help Asian neighbours secure oil,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B12,actor_entity_first
284,Xi Jinping says the world order is 'crumbling into disarray.' Larry Fink and the IMF are worried about a global recession,world,coordination,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B12,actor_entity_first
285,Germany to maintain Ukraine aid despite political headwinds,world,noun_phrase_fragment,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B12,actor_entity_first
286,"Slovenia's Parliament Speaker Proposes NATO Exit Referendum, Signals Possible Moscow Visit",world,coordination,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B12,actor_entity_first
287,"At least 250 people missing, including Rohingya and Bangladeshis, after boat sinks in Andaman Sea",world,noun_phrase_fragment,context_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B12,context_first
288,Spain finalizes amnesty measure for potentially hundreds of thousands of immigrants,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B12,actor_entity_first
289,Exclusive Europe Is Accelerating a NATO Fallback Plan in Case Trump Pulls Out,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B12,actor_entity_first
290,Putin Demands Answers as Russia's Economy Undershoots Expectations,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B12,actor_entity_first
291,"After losing loved ones, an Israeli and a Palestinian work together for Middle East peace",world,simple_clause,context_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B12,context_first
292,Exploring the green side of Rio de Janeiro: a vast urban rain forest,world,noun_phrase_fragment,action_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,analysis_explainer,codex,B12,action_first
293,Critical Atlantic current significantly more likely to collapse than thought,world,noun_phrase_fragment,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B12,actor_entity_first
294,"China Russia ties are 'precious' in the current international context, Xi Jinping says",world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B12,actor_entity_first
295,"Ukrainian robots capture enemy position without troops in historic first, Zelenskyy says",world,simple_clause,context_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B12,context_first
296,Hezbollah terrorists caught off guard as IDF troops encircle enemy in Bint Jbeil ynetnews,world,noun_phrase_fragment,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B12,actor_entity_first
297,Flotilla carrying activists and aid for Palestinians in Gaza sets sail from Spain,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B12,actor_entity_first
298,Exclusive: U.K. Ukraine duo beats Americans at their own drone game,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B12,actor_entity_first
299,Iran used Chinese spy satellite to target US bases,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B12,actor_entity_first
300,One million signatures call to suspend EU Israel association agreement,world,simple_clause,context_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B12,context_first
301,Done and Dusted? Trump's Portrayal of the War in Iran Collides With Reality.,world,question_form,action_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,question_hook,question_hook,codex,B13,action_first
302,"Europeans aren't prepared for what it means to align with Iran, Russia",world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,low_density,low_density,straight_report,straight_report,codex,B13,actor_entity_first
303,Italy suspends defense agreement with Israel,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B13,actor_entity_first
304,In Defense of Dumb Dogs,world,noun_phrase_fragment,context_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,analysis_explainer,codex,B13,context_first
305,"One week into the ceasefire, is the end of the Iran war any closer?",world,question_form,context_first,active_or_nonpassive,active_or_nonpassive,low_density,low_density,question_hook,question_hook,codex,B13,context_first
306,"Ex Virginia Lt. Gov. Justin Fairfax and wife found dead in murder suicide, police say",domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B14,actor_entity_first
307,Iran War Live Updates: Hegseth and Pentagon Officials Speak on U.S. Military Blockade,domestic,noun_phrase_fragment,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,live_or_alert,live_or_alert,codex,B14,actor_entity_first
308,Kennedy returns to Capitol Hill with clout diminished,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B14,actor_entity_first
309,Pope says 'world is being ravaged by a handful of tyrants' amid feud with Trump's White House,domestic,simple_clause,actor_entity_first,passive_with_agent,passive_with_agent,medium_density,medium_density,straight_report,straight_report,codex,B14,actor_entity_first
310,Rise in Young Men's Religiosity Realigns Gender Gaps,domestic,simple_clause,action_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B14,action_first
311,"Navy reservist caught following murder of wife, whose body was found in freezer",domestic,passive_clause,actor_entity_first,passive_agent_omitted,passive_agent_omitted,medium_density,medium_density,straight_report,straight_report,codex,B14,actor_entity_first
312,Trump Stooge Who Fed Boss Crackpot Christ Meme Unmasked,domestic,noun_phrase_fragment,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B14,actor_entity_first
313,Johnson tries again on spy powers vote amid GOP rebellion,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B14,actor_entity_first
314,Woman fatally shot by officers after slashing boy in Walmart shopping cart: Police 6abc Philadelphia,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B14,actor_entity_first
315,Live: Senate voting on reopening mining near Boundary Waters,domestic,noun_phrase_fragment,context_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,live_or_alert,live_or_alert,codex,B14,context_first
316,California 2026 Poll: Swalwell Exit from Governor Race Opens Lane for Democrat Xavier Becerra,domestic,noun_phrase_fragment,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B14,actor_entity_first
317,"U.S. Navy stopped 13 ships from passing Iranian port blockade, Pentagon says",domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B14,actor_entity_first
318,Trump administration set to launch tariff refund portal. Here's what to know.,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,analysis_explainer,analysis_explainer,codex,B14,actor_entity_first
319,A New Jersey special election could soon narrow the House GOP's razor thin majority,domestic,simple_clause,context_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B14,context_first
320,What Is the Pied à Terre Tax? 5 Things to Know About Hochul's Proposal.,domestic,question_form,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,question_hook,question_hook,codex,B14,actor_entity_first
321,Iran Linked Ships Take New Path To Trickle Into the Persian Gulf,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B14,actor_entity_first
322,Early voting picks up in Northern Virginia ahead of redistricting referendum,domestic,simple_clause,context_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B14,context_first
323,Commission of Fine Arts votes to move ahead with Trump's proposed victory arch,domestic,noun_phrase_fragment,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B14,actor_entity_first
324,"House set to break with Trump, voting against ending deportation protections for Haitians",domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B14,actor_entity_first
325,Trump leans in on a major 2026 issue: possibly replacing Justices Alito and Thomas,domestic,simple_clause,action_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B14,action_first
326,Justice Sotomayor issues rare apology for remarks about conservative colleague,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B14,actor_entity_first
327,"Pete Hegseth Quotes Violent Prayer From 'Pulp Fiction,' References Bible",domestic,noun_phrase_fragment,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B14,actor_entity_first
328,"Floodwaters inundate Wisconsin streets, trapping drivers, as Midwest rebuilds after storms",domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B14,actor_entity_first
329,"3 Killed in Boat Strike in the Pacific, Pentagon Says",domestic,passive_clause,context_first,passive_agent_omitted,passive_agent_omitted,high_density,high_density,straight_report,straight_report,codex,B14,context_first
330,John Eastman loses his law license in California over 2020 election scheme,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B14,actor_entity_first
331,Talarico Leads a Democratic Cash Surge: 7 Takeaways From 2026 Filings,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B15,actor_entity_first
332,DNI Tulsi Gabbard sends criminal referral over Trump's 2019 impeachment to Justice Department,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B15,actor_entity_first
333,Democrats file articles of impeachment against Hegseth for 'high crimes and misdemeanors',domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B15,actor_entity_first
334,"Michigan 2026 Poll: Abdul El Sayed, Mallory McMorrow Tied for Lead in Democratic Senate Primary",domestic,noun_phrase_fragment,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B15,actor_entity_first
335,"SCOTUS Justice Clarence Thomas, 77, Goes on Unhinged Rant About 'Intellectuals'",domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B15,actor_entity_first
336,Russ Vought Confronted By Democrats For Constantly Breaking Laws,domestic,noun_phrase_fragment,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,live_or_alert,live_or_alert,codex,B15,actor_entity_first
337,"Trump says the Iran war is 'very close to over' despite no deal, a live blockade, and threats mounting",domestic,coordination,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,live_or_alert,live_or_alert,codex,B15,actor_entity_first
338,Meet the Americans refusing to pay their taxes in protest of the Trump administration,domestic,noun_phrase_fragment,action_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B15,action_first
339,Video shows moment Oklahoma high school principal tackled gunman before being shot,domestic,simple_clause,actor_entity_first,passive_agent_omitted,passive_agent_omitted,high_density,high_density,straight_report,straight_report,codex,B15,actor_entity_first
340,How Eric Swalwell's fall was brought on by a network of women who organized online,domestic,question_form,other_lead,active_or_nonpassive,active_or_nonpassive,low_density,low_density,question_hook,question_hook,codex,B15,other_lead
341,Lauren Bullis: Homeland Security worker and another woman are killed in a series of Atlanta area attacks,domestic,passive_clause,actor_entity_first,passive_agent_omitted,passive_agent_omitted,medium_density,medium_density,straight_report,straight_report,codex,B15,actor_entity_first
342,US Senate Republicans back Trump military sales to Israel,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B15,actor_entity_first
343,NYPD investigation opened over 'disturbing' video of officers' use of force during arrest,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B15,actor_entity_first
344,Trump wants a Tax Day victory lap in Las Vegas. The city's economy isn't cooperating.,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B15,actor_entity_first
345,US Senate Republicans block latest bid to rein in Trump Iran war powers,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B15,actor_entity_first
346,Capitol agenda: GOP losing patience over Warsh fight,domestic,noun_phrase_fragment,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B15,actor_entity_first
347,"15 year old killed, 2 injured in Eisenhower Park shooting on Long Island, police say",domestic,simple_clause,context_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B15,context_first
348,DeSantis Delays Redistricting Special Session and Adds a Vaccine Bill,domestic,coordination,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B15,actor_entity_first
349,"Labor Department Investigates Texts Sent Among Staff, Secretary and Her Family",domestic,noun_phrase_fragment,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B15,actor_entity_first
350,"Secret Service determines no credible threats to UGA rally after Erika Kirk's cancellation, source says",domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B15,actor_entity_first
351,What is the 25th Amendment and could it be used to remove Trump from office?,domestic,question_form,actor_entity_first,active_or_nonpassive,active_or_nonpassive,low_density,low_density,question_hook,question_hook,codex,B15,actor_entity_first
352,"As immigrant deaths in custody grow, ICE reduces what details are made public",domestic,simple_clause,context_first,passive_agent_omitted,passive_agent_omitted,medium_density,medium_density,straight_report,straight_report,codex,B15,context_first
353,"Majority Of Voters Blame Trump For Recent Rise In Gas Prices, Trump Job Approval Holds Steady At 38%, Quinnipiac University National Poll Finds; 64% Think Threat To End 'A Whole Civilization' Was Unacceptable",domestic,coordination,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B15,actor_entity_first
354,Judge blocks above ground construction of White House ballroom,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B15,actor_entity_first
355,Trump administration prepares for pivot to economic warfare on Iran,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B15,actor_entity_first
356,"Live Updates: Trump says Israel, Lebanon agree to ceasefire as Iran keeps Strait of Hormuz gridlocked",world,simple_clause,context_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,live_or_alert,live_or_alert,codex,B16,context_first
357,"Russian missiles and drones bombard Ukraine in hourslong attack, killing at least 16",world,noun_phrase_fragment,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B16,actor_entity_first
358,"Pakistan Looks to Play Peacemaker Between U.S. and Iran, Again",world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B16,actor_entity_first
359,South African politician Julius Malema sentenced to prison for firing gun,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B16,actor_entity_first
360,"Iran US talks turn to interim deal amid rifts over nuclear work, Iranian sources say",world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B16,actor_entity_first
361,Pope Leo tells Cameroon's government to root out corruption to find peace,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B16,actor_entity_first
362,Hungarian Americans say Orbán's defeat could provide roadmap for countering Trump,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B16,actor_entity_first
363,Turkish police detain 162 people over online posts about school shootings,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B16,actor_entity_first
364,Why China Isn't Pushing Iran to Accept U.S. Demands to End War,world,question_form,other_lead,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,question_hook,question_hook,codex,B16,other_lead
365,Online age checks are coming in Europe politico.eu,world,simple_clause,context_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B16,context_first
366,What's behind Israeli attacks along Lebanon's Litani River? dw.com,world,question_form,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,question_hook,question_hook,codex,B16,actor_entity_first
367,Partner held in Zanzibar after American influencer Ashly Robinson dies under mysterious circumstances,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B16,actor_entity_first
368,Lower electricity bills could become a reality thanks to EU proposal,world,simple_clause,context_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B16,context_first
369,Sudan Enters Fourth Year of War Amid World's Most Severe Humanitarian Crisis,world,noun_phrase_fragment,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B16,actor_entity_first
370,"Israeli military continues to strike Hezbollah amid Lebanon peace talks, Netanyahu says",world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B16,actor_entity_first
371,"In five weeks, this IDF battalion destroyed 1,000 Hezbollah sites",world,simple_clause,context_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B16,context_first
372,Bukele signs reforms allowing life prison sentences for people as young as 12,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B16,actor_entity_first
373,WSJ: Europe is quietly building a NATO fallback in case the US steps back,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B16,actor_entity_first
374,Germans take over a day off work sick every month so the government is proposing to cut their pay,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B16,actor_entity_first
375,UK Announces Biggest Ever Drone Package for Ukraine. Here's What's Inside,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B16,actor_entity_first
376,'We Cannot Lose Sight of Ukraine.' Europeans Promise More Aid to Kyiv.,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B16,actor_entity_first
377,Kenyan court jails Chinese man in ant smuggling case,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B16,actor_entity_first
378,Why are fuel price protests sweeping the Republic of Ireland?,world,question_form,other_lead,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,question_hook,question_hook,codex,B16,other_lead
379,New Zealand's Finance Minister Says Iran War has Made 'Whole World Poorer',world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B16,actor_entity_first
380,Azeem Ibrahim: Iran Conflict Will Be Decided By Who Can 'Endure The Most',world,passive_clause,actor_entity_first,passive_with_agent,passive_with_agent,medium_density,medium_density,straight_report,straight_report,codex,B16,actor_entity_first
381,"Iran Update Special Report, April 15, 2026 Institute for the Study of War",world,noun_phrase_fragment,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,live_or_alert,live_or_alert,codex,B17,actor_entity_first
382,"Hamas refuses to give up weapons, demands Board of Peace change Gaza ceasefire plan",world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B17,actor_entity_first
383,Berlin gets a front row seat to German weapons' performance in Ukraine,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B17,actor_entity_first
384,"Exclusive: China moves to block entrance to disputed South China Sea shoal, images show",world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B17,actor_entity_first
385,Ukraine Says Russians are Surrendering to Robots 404 Media,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B17,actor_entity_first
386,"North Korea Test Launches Anti ship, Cruise Missiles from First in class Destroyer",world,noun_phrase_fragment,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B17,actor_entity_first
387,China Sharpens Retaliatory Tools Against U.S. Ahead of Trump Summit,world,noun_phrase_fragment,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B17,actor_entity_first
388,'It couldn't be any worse' Zelensky sounds alarm on Patriot air defense missile shortage,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B17,actor_entity_first
389,"Iran used Chinese spy satellite to target US bases, FT reports, Beijing denies story",world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B17,actor_entity_first
390,Hungary's new leader has vowed to wean his country off Russian energy. It will be a painful transition.,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B17,actor_entity_first
391,Trump's Isolation Deepens as His Ties With Longtime Allies Fray,world,noun_phrase_fragment,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B17,actor_entity_first
392,"8 children killed in mass shooting in Shreveport, Louisiana, police say",domestic,passive_clause,context_first,active_or_nonpassive,passive_agent_omitted,high_density,high_density,straight_report,straight_report,codex,B18,context_first
393,Canada's prime minister says economic ties with US are a weakness that must be corrected,domestic,simple_clause,actor_entity_first,passive_agent_omitted,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B18,actor_entity_first
394,Five people shot on Iowa City Ped Mall thegazette.com,domestic,passive_clause,context_first,active_or_nonpassive,passive_agent_omitted,high_density,high_density,straight_report,straight_report,codex,B18,context_first
395,"Hundreds trying to storm Wisconsin beagle research facility met with rubber bullets, pepper spray",domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B18,actor_entity_first
396,Iran reverses course on opening Strait of Hormuz as hardliners take front seat in Tehran,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B18,actor_entity_first
397,Is Trump Acting Crazy On Purpose? New Report Suggests Yes.,domestic,question_form,action_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,question_hook,question_hook,codex,B18,action_first
398,Oil prices jump 7% after Iran and U.S. attack ships as tensions escalate over Strait of Hormuz,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B18,actor_entity_first
399,Pete Buttigieg Spots What's Oh So 'Insulting' About Trump's AI Jesus Post,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B18,actor_entity_first
400,Republican senator criticizes Trump's 'holy war' with Pope Leo,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B18,actor_entity_first
401,This tariff refund portal is about to be America's hottest website,domestic,simple_clause,context_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B18,context_first
402,"Trump Signs Executive Order Endorsing Psychedelic Psilocybin and Ibogaine; Asks 'Can I Have Some, Please?'",domestic,question_form,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,question_hook,question_hook,codex,B18,actor_entity_first
403,Trump says US Iran talks to continue Monday in Pakistan,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B18,actor_entity_first
404,"Trump says US delegation will travel to Islamabad on Monday, Iran declines talks",domestic,coordination,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B18,actor_entity_first
405,"Waltz defends Trump's threat to bomb 'every single power plant' in Iran ABC News Breaking News, Latest News and Videos",domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,live_or_alert,live_or_alert,codex,B18,actor_entity_first
